watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888109909,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: session.qrcode"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888806794,"pid":1,"hostname":"f0b70aec8ae7","msg":"[CreateMessageService] Emitted appMessage create for msg 3EB01B79107C9315842620 ticket 42"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888810687,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: session.qrcode"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888830685,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: session.qrcode"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888836021,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.reaction"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888836021,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] Received reaction for message A5CCFEE8060CAF69CCFBD4D083BAB7BE: 👊 from 120856504197333@lid"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888855136,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.reaction"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888855136,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] Received reaction for message 3A76DD7B83340EAF1ED0: 🙏 from 5511968993784@s.whatsapp.net"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888870687,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: session.qrcode"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888970687,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: session.status"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889011170,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: uTp6DX56HXia4D9xAAAT)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889012677,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.received"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889016098,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.reaction"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889016099,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] Received reaction for message 3EB01C9D17777AFB0259EA: 👍 from 163513834184783@lid"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889026373,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: -Vj1ZrbAOCCzMzMiAAAD)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889026373,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: 13FGrMLJgRaacn1YAAAB)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889026374,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: 4ewkD-8wnKutWyIOAAAF)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:50:26.971Z - POST /auth/refresh_token
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889026972,"pid":1,"hostname":"f0b70aec8ae7","msg":"POST /auth/refresh_token"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027110,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027111,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027123,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket b7Y-UkijAn1gfYxgAAAV"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027123,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: b7Y-UkijAn1gfYxgAAAV)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027390,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: b7Y-UkijAn1gfYxgAAAV)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027566,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027567,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027572,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket Hp39nPbUzKiBfaKjAAAZ"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027572,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: Hp39nPbUzKiBfaKjAAAZ)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027581,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027581,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027586,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027586,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027592,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket kSz_gpX5KaZIFIaZAAAa"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027592,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket Q1trEG9MBE3GCIo8AAAb"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027593,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: kSz_gpX5KaZIFIaZAAAa)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027594,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: Q1trEG9MBE3GCIo8AAAb)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027597,"pid":1,"hostname":"f0b70aec8ae7","msg":"A client joined notification channel"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:50:27.976Z - GET /tickets?withUnreadMessages=true
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889027976,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?withUnreadMessages=true"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889029606,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.reaction"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889029607,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] Received reaction for message 3EB05F5667B7524BF0F4CA: 😂 from 125245558104177@lid"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":40,"time":1769889029621,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] Message 3EB05F5667B7524BF0F4CA not found for reaction update."}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889034591,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889034591,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889034613,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket JfsAJmWQJcqJFfHWAAAd"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889034613,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: JfsAJmWQJcqJFfHWAAAd)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889036679,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: JfsAJmWQJcqJFfHWAAAd)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889036763,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: session.qrcode"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:50:54.544Z - GET /settings
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889054544,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /settings"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:50:57.272Z - GET /public/plugins/whatsmeow.png
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889057272,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /public/plugins/whatsmeow.png"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:50:57.368Z - GET /public/plugins/engine-papi.png
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889057369,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /public/plugins/engine-papi.png"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071152,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: Hp39nPbUzKiBfaKjAAAZ)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071153,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: Q1trEG9MBE3GCIo8AAAb)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071153,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: kSz_gpX5KaZIFIaZAAAa)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:11.279Z - POST /auth/refresh_token
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071280,"pid":1,"hostname":"f0b70aec8ae7","msg":"POST /auth/refresh_token"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071319,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071359,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071383,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket pS1NHWggAFbjSO6KAAAf"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071383,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: pS1NHWggAFbjSO6KAAAf)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071389,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client disconnected (userId: 1, socketId: pS1NHWggAFbjSO6KAAAf)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:11.482Z - GET /settings
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071483,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /settings"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071488,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071488,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071490,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071490,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071492,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071492,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071561,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket T0Lr6RSKbuW3is3DAAAj"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071561,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket 0r8nzrH1J_2yCKyEAAAk"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071561,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket maG3yK2X-7EZs_uPAAAl"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071561,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: T0Lr6RSKbuW3is3DAAAj)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071561,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: 0r8nzrH1J_2yCKyEAAAk)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071561,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: maG3yK2X-7EZs_uPAAAl)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071567,"pid":1,"hostname":"f0b70aec8ae7","msg":"A client joined notification channel"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:11.974Z - GET /public/plugins/whatsmeow.png
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071974,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /public/plugins/whatsmeow.png"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:11.980Z - GET /public/plugins/engine-papi.png
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071980,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /public/plugins/engine-papi.png"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:11.990Z - GET /tickets?withUnreadMessages=true
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889071990,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?withUnreadMessages=true"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889074081,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.received"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889074081,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] handleMessageReceived: {\"sessionId\":3,\"message\":{\"id\":\"3EB0A291ADB7C26F9A033D\",\"from\":\"120363406005093059@g.us\",\"to\":\"120363406005093059@g.us\",\"body\":\"coe galera kkkkk ces são muito insanos\",\"fromMe\":false,\"isGroup\":true,\"type\":\"chat\",\"timestamp\":1769889076,\"hasMedia\":false,\"pushName\":\"Lucas\",\"participant\":\"553184885915@s.whatsapp.net\",\"profilePicUrl\":\"\",\"senderLid\":\"125245558104177@lid\"}}"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889074174,"pid":1,"hostname":"f0b70aec8ae7","msg":"[CreateMessageService] Emitted appMessage create for msg 3EB0A291ADB7C26F9A033D ticket 58"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Fetching installed plugins for tenant: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Found 6 active installations
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: clientes, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: helpdesk, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: smtp, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: webchat, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: whatsmeow, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] - Plugin: engine-papi, Status: active
watink_backend.1.coseijfvdbb3@docker-desktop    | [PluginRoutes] Returning active slugs: ["clientes","helpdesk","smtp","webchat","whatsmeow","engine-papi"]
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889078962,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: message.received"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889078963,"pid":1,"hostname":"f0b70aec8ae7","msg":"[EventListener] handleMessageReceived: {\"sessionId\":3,\"message\":{\"id\":\"3EB0B876115B29CE272695\",\"from\":\"120363406005093059@g.us\",\"to\":\"120363406005093059@g.us\",\"body\":\"li umas paradas que fiquei mto afim de fazer\",\"fromMe\":false,\"isGroup\":true,\"type\":\"chat\",\"timestamp\":1769889081,\"hasMedia\":false,\"pushName\":\"Lucas\",\"participant\":\"553184885915@s.whatsapp.net\",\"profilePicUrl\":\"\",\"senderLid\":\"125245558104177@lid\"}}"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889079091,"pid":1,"hostname":"f0b70aec8ae7","msg":"[CreateMessageService] Emitted appMessage create for msg 3EB0B876115B29CE272695 ticket 58"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:22.277Z - GET /pipelines
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889082277,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /pipelines"}
watink_backend.1.coseijfvdbb3@docker-desktop    | DEBUG: ListPipelineService called with tenantId: 550e8400-e29b-41d4-a716-446655440000
watink_backend.1.coseijfvdbb3@docker-desktop    | DEBUG: ListPipelineService found pipelines: 2
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:23.821Z - GET /tickets?status=open&showAll=true&queueIds=[]&withUnreadMessages=false
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889083821,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?status=open&showAll=true&queueIds=[]&withUnreadMessages=false"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:23.824Z - GET /tickets?status=closed&showAll=true&queueIds=[]&withUnreadMessages=false
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889083824,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?status=closed&showAll=true&queueIds=[]&withUnreadMessages=false"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:23.826Z - GET /tickets?status=pending&showAll=true&queueIds=[]&withUnreadMessages=false
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889083826,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?status=pending&showAll=true&queueIds=[]&withUnreadMessages=false"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:23.836Z - GET /tickets?date=2026-01-31T19:51:23.304Z
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889083837,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tickets?date=2026-01-31T19:51:23.304Z"}
watink_backend.1.coseijfvdbb3@docker-desktop    | [DEBUG] 2026-01-31T19:51:25.204Z - GET /tags
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085204,"pid":1,"hostname":"f0b70aec8ae7","msg":"GET /tags"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085211,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085211,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085224,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket vZVwBxYmetdBZPk9AAAn"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085225,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: vZVwBxYmetdBZPk9AAAn)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085250,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085252,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085263,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket NrYO6mJJPTpTjkZKAAAp"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085263,"pid":1,"hostname":"f0b70aec8ae7","msg":"Client Connected (userId: 1, socketId: NrYO6mJJPTpTjkZKAAAp)"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085268,"pid":1,"hostname":"f0b70aec8ae7","msg":"Socket Connection Attempt"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085268,"pid":1,"hostname":"f0b70aec8ae7","msg":"[Socket Debug] Final Token provided: YES"}
watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769889085269,"pid":1,"hostname":"f0b70aec8ae7","msg":"[UserOnline] User 1 connected via socket 6n65eRkKUMgfYraOAAAr"}
